#sn_name        z                zerr            bmag              bmagerr          s                serr            col               colerr              
sn2005gf        0.2498410        0.0000100       20.8509998        0.0410000        0.9850000        0.0230000       -0.0740000        0.0450000
sn2005gg        0.2311380        0.0000100       20.8020000        0.0320000        1.0760000        0.0230000       -0.0540000        0.0440000
SDSS3475        0.3011060        0.0000100       22.0440006        0.0920000        0.6770000        0.0430000        0.0560000        0.0730000
SDSS3527        0.4199310        0.0000100       22.6200008        0.1170000        0.9140000        0.0710000       -0.0880000        0.0740000
SDSS3535        0.3084460        0.0000100       21.8269997        0.0890000        1.0150000        0.0860000       -0.0080000        0.0580000
SDSS3565        0.2897630        0.0000100       21.4850006        0.0650000        0.9210000        0.0320000       -0.1500000        0.0660000
sn2005gb        0.0865780        0.0000100       18.7250004        0.0170000        0.9860000        0.0090000       -0.0600000        0.0100000
SDSS3593        0.3564700        0.0000100       22.1870003        0.0820000        1.0810000        0.0820000       -0.0200000        0.0710000
SDSS3644        0.2156160        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS3780        0.3619730        0.0000100       22.3770008        0.1060000        1.4420000        0.1060000        0.0490000        0.0830000
SDSS3811        0.4194440        0.0000100       22.5060005        0.1200000        0.8160000        0.0930000       -0.1930000        0.0700000
SDSS3825        0.3134340        0.0000100              NaN              NaN        0.4960000     2453.5070801              NaN              NaN
SDSS3881        0.3277840        0.0000100       21.8750000        0.0840000        0.8850000        0.0480000       -0.0960000        0.0720000
SDSS3887        0.2986290        0.0000100       21.9009991        0.1150000        0.6780000        0.1300000        0.1360000        0.1220000
sn2005ho        0.0628610        0.0000100       17.9909992        0.0130000        1.1250000        0.0070000        0.0300000        0.0080000
SDSS3945        0.2620010        0.0000100       21.1459999        0.0860000        0.9270000        0.0370000       -0.1170000        0.0680000
SDSS3975        0.3935440        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS3983        0.3080080        0.0000100       21.3899994        0.1120000        0.9000000        0.0390000       -0.2340000        0.0670000
sn2005gt        0.2777010        0.0000100       21.9080009        0.0840000        0.9560000        0.0430000       -0.0030000        0.0750000
SDSS4019        0.1814040        0.0000100       20.8640003        0.0440000        1.0350000        0.0240000        0.0680000        0.0350000
SDSS4028        0.3452460        0.0000100       22.3040009        0.0840000        0.9620000        0.0450000       -0.0740000        0.0680000
SDSS4035        0.4277140        0.0000100       22.1720009        0.0530000        0.8930000        0.0270000       -0.1920000        0.0350000
sn2005gw        0.2770000        0.0000100       21.5030003        0.0390000        1.0870000        0.0350000       -0.0300000        0.0470000
SDSS4048        0.4349240        0.0000100       22.3549995        0.0670000        1.2470000        0.0540000       -0.1600000        0.0710000
SDSS4110        0.3736670        0.0000100       21.9449997        0.0880000        0.8930000        0.0470000       -0.1020000        0.0850000
SDSS4181        0.2891670        0.0000100       21.4020004        0.0420000        1.0970000        0.0350000       -0.0730000        0.0490000
SDSS4206        0.2906750        0.0000100              NaN              NaN        1.5990000        6.3550000              NaN              NaN
SDSS4211        0.2502250        0.0000100       22.4360008        0.1540000        0.6450000        0.0650000       -0.2800000        0.0860000
SDSS4236        0.3444260        0.0000100       21.6879997        0.0640000        0.9240000        0.0330000       -0.0930000        0.0550000
SDSS4240        0.4671560        0.0000100       23.2290001        0.1430000        0.7700000        0.0530000       -0.2710000        0.0660000
SDSS4311        0.2962890        0.0000100       21.6130009        0.0740000        0.9830000        0.0370000       -0.0590000        0.0620000
SDSS4313        0.3918900        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS4417        0.3620840        0.0000100       22.5930004        0.0890000        1.1310000        0.0740000        0.0370000        0.0850000
SDSS4547        0.4411820        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS4572        0.3841250        0.0000100       25.5939999        0.3420000        0.9240000        0.1730000        0.9540000        0.1580000
sn2005gv        0.3630000        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS4578        0.4136180        0.0000100       24.9430008        0.3420000        0.4390000        0.0610000       -0.3810000        0.2660000
SDSS4612        0.3949450        0.0000100       22.7800007        0.0850000        0.8900000        0.0540000        0.1590000        0.0980000
SDSS4676        0.2450250        0.0000100       20.9969997        0.0420000        1.0150000        0.0230000       -0.0690000        0.0420000
SDSS4682        0.4023230        0.0000100       22.5559998        0.0810000        0.8180000        0.0480000       -0.0090000        0.0790000
SDSS4757        0.4364710        0.0000100       22.4419994        0.0910000        0.9520000        0.0670000       -0.0410000        0.0910000
SDSS4808        0.3491600        0.0000100       22.4549999        0.1010000        0.9520000        0.0670000       -0.0290000        0.0860000
SDSS4857        0.5169650        0.0000100       22.9090004        0.0950000        1.0290000        0.0610000       -0.1970000        0.0930000
SDSS4969        0.3067770        0.0000100       22.7129993        0.1250000        0.8200000        0.0540000        0.6770000        0.1040000
SDSS4978        0.2822000        0.0000100       22.0189991        0.0730000        0.9930000        0.0460000        0.0640000        0.0610000
sn2005gx        0.1619890        0.0000100       20.2450008        0.0320000        0.9740000        0.0150000       -0.0630000        0.0250000
SDSS5199        0.2219520        0.0000100       21.3999996        0.0840000        1.0520000        0.0460000       -0.1400000        0.0720000
SDSS5209        0.2842780        0.0000100       23.0629997        0.1470000        1.0450000        0.0860000        0.2270000        0.0910000
SDSS5230        0.3220570        0.0000100       21.8740005        0.0910000        0.6650000        0.0410000        0.0690000        0.1360000
SDSS5235        0.2522250        0.0000100       21.4659996        0.0510000        0.8630000        0.0250000        0.0490000        0.0710000
SDSS5247        0.3773090        0.0000100       21.3799992        0.0480000        0.8630000        0.0250000        0.0110000        0.0590000
SDSS5473        0.2771400        0.0000100       21.6989994        0.0600000        0.9220000        0.0350000       -0.0480000        0.0570000
SDSS5486        0.2295870        0.0000100       21.3850002        0.0600000        1.1120000        0.0430000        0.2000000        0.0540000
sn2005hu        0.2202820        0.0000100       21.2080002        0.0320000        1.0050000        0.0290000        0.1240000        0.0340000
sn2005hx        0.1212420        0.0000100       19.6210003        0.0180000        1.0100000        0.0130000       -0.0000000        0.0130000
sn2005hy        0.1562910        0.0000100       19.7840004        0.0160000        1.1700000        0.0170000       -0.1220000        0.0140000
sn2005hw        0.4111410        0.0000100       22.5039997        0.0910000        0.9750000        0.0670000       -0.0900000        0.0640000
SDSS5590        0.4478460        0.0000100       22.5060005        0.0880000        0.8830000        0.0590000       -0.1050000        0.0620000
SDSS5659        0.4909010        0.0000100       22.6580009        0.0780000        1.4299999        0.1130000        0.0230000        0.1000000
SDSS5690        0.2224580        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS5691        0.2858480        0.0000100       22.3160000        0.0890000        1.1230000        0.0660000        0.2750000        0.0670000
sn2005hz        0.1305550        0.0000100       20.0960007        0.0170000        1.0599999        0.0140000        0.1550000        0.0120000
SDSS5776        0.2386520        0.0000100       21.0520000        0.1050000        0.9650000        0.0460000       -0.1770000        0.0800000
SDSS5802        0.3006560        0.0000100       21.5130005        0.0490000        1.1420000        0.0370000       -0.0430000        0.0470000
SDSS5859        0.2400030        0.0000100       22.1429996        0.1510000        1.0390000        0.0710000       -0.0490000        0.0970000
SDSS5869        0.1583770        0.0000100       22.3670006        0.1020000        1.3130000        0.0840000       -0.1510000        0.0760000
SDSS5890        0.1799720        0.0000100       20.4419994        0.0500000        1.0039999        0.0220000       -0.1750000        0.0370000
SDSS5897        0.3689660        0.0000100       22.1830006        0.0680000        0.9110000        0.0490000       -0.0730000        0.0660000
SDSS5909        0.3475760        0.0000100       22.0139999        0.1020000        1.1910000        0.0720000       -0.0520000        0.0750000
sn2005is        0.1740740        0.0000100       20.3129997        0.0370000        0.9110000        0.0250000       -0.0720000        0.0280000
SDSS5917        0.2964120        0.0000100       21.2649994        0.0540000        1.0400000        0.0510000       -0.0670000        0.0560000
SDSS5925        0.3965310        0.0000100       22.1320000        0.0780000        1.0599999        0.0480000       -0.0670000        0.0550000
sn2005hc        0.0459150        0.0000100       17.2709999        0.0140000        1.0500000        0.0060000       -0.0020000        0.0050000
sn2005ie        0.2803040        0.0000100       21.4470005        0.0400000        1.0330000        0.0430000       -0.0480000        0.0500000
SDSS5959        0.2077050        0.0000100       20.8470001        0.0380000        0.9740000        0.0260000       -0.0150000        0.0320000
SDSS5963        0.2369180        0.0000100       21.1089993        0.0330000        0.9940000        0.0370000        0.0110000        0.0560000
sn2005if        0.0670720        0.0000100       18.6130009        0.0420000        0.8700000        0.0120000        0.1310000        0.0120000
SDSS6120        0.4701410        0.0000100       22.4979992        0.1000000        0.8680000        0.0730000       -0.0380000        0.0800000
SDSS6121        0.3567650        0.0000100       22.7199993        0.1080000        1.0089999        0.0720000        0.5750000        0.1130000
sn2005iw        0.2885900        0.0000100       21.8519993        0.0580000        0.8580000        0.0450000        0.1080000        0.0570000
sn2005jy        0.2724710        0.0000100       21.5240002        0.0580000        0.8590000        0.0390000       -0.1010000        0.0720000
sn2005ig        0.2813450        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS6216        0.1755640        0.0000100       22.0779991        0.0500000        1.0549999        0.0860000        0.1420000        0.0720000
SDSS6225        0.3375970        0.0000100       22.0209999        0.0560000        0.8350000        0.0450000       -0.1220000        0.0660000
sn2005ii        0.2950610        0.0000100       21.8190002        0.0410000        1.0880001        0.0580000        0.0100000        0.0500000
SDSS6275        0.2732590        0.0000100       21.7229996        0.0480000        0.9040000        0.0400000        0.0760000        0.0480000
sn2005js        0.0795630        0.0000100       20.8230000        0.0390000        0.5620000        0.0150000        0.7020000        0.0190000
SDSS6300        0.3581200        0.0000100       22.7269993        0.1320000        1.0580000        0.1030000        0.3820000        0.1890000
sn2005ij        0.1244880        0.0000100       19.5529995        0.0270000        0.9530000        0.0120000       -0.0120000        0.0130000
sn2005id        0.1864550        0.0000100       20.1889992        0.0240000        1.0250000        0.0190000       -0.1570000        0.0220000
SDSS6431        0.2553540        0.0000100       21.6210003        0.1190000        0.8670000        0.0590000       -0.0250000        0.0830000
SDSS6479        0.2345490        0.0000100       20.9680004        0.0560000        0.7590000        0.0260000       -0.1190000        0.0550000
SDSS6491        0.1102150        0.0000100       21.0569992        0.0500000        0.8880000        0.0320000        0.0610000        0.0360000
SDSS6530        0.1948250        0.0000100       20.5930004        0.0690000        0.8600000        0.0220000       -0.2200000        0.0600000
SDSS6535        0.3059490        0.0000100       21.3400002        0.0450000        1.0560000        0.0500000        0.0270000        0.0550000
SDSS6556        0.2582340        0.0000100       21.5259991        0.0560000        0.8610000        0.0470000        0.1550000        0.0830000
sn2005hj        0.0573850        0.0000100       17.6830006        0.0200000        1.0760000        0.0130000       -0.0030000        0.0090000
SDSS6560        0.2732650        0.0000100       21.5599995        0.1000000        0.5690000        0.0460000       -0.1630000        0.0830000
SDSS6638        0.3257310        0.0000100       22.1480007        0.1080000        1.0340000        0.0700000        0.2400000        0.0670000
SDSS6683        0.5089650        0.0000100       20.6599998        1.3650000        1.6000000        0.4490000              NaN              NaN
SDSS6709        0.2804940        0.0000100       22.2530003        0.1240000        0.7560000        0.0890000        0.0500000        0.0700000
SDSS6743        0.3621420        0.0000100       22.4220009        0.1250000        0.8210000        0.0620000       -0.0630000        0.0990000
sn2005iz        0.2040640        0.0000100       20.8029995        0.0700000        0.8170000        0.0340000       -0.1210000        0.0540000
SDSS6816        0.3534820        0.0000100       22.1679993        0.0660000        1.0060000        0.0610000       -0.0330000        0.0600000
SDSS6831        0.2114530        0.0000100       22.4979992        0.1330000        1.5940000        0.0980000        0.6250000        0.0550000
SDSS6851        0.3048220        0.0000100       21.5189991        0.0530000        1.0720000        0.0670000       -0.0490000        0.0540000
SDSS6903        0.2532820        0.0000100       21.4969997        0.0450000        0.7780000        0.0420000        0.1180000        0.0850000
SDSS6913        0.3811630        0.0000100       21.9599991        0.1050000        0.9710000        0.0530000       -0.1840000        0.0770000
SDSS6914        0.4142570        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2005jl        0.1802120        0.0000100       20.2889996        0.0390000        1.0230000        0.0250000       -0.4270000        0.0360000
sn2005je        0.0942200        0.0000100       19.1480007        0.0140000        0.8450000        0.0110000       -0.0600000        0.0120000
SDSS6987        0.2943000        0.0000100       22.8010006        0.1070000        1.3130000        0.2320000       -0.0190000        0.0800000
SDSS7017        0.2690000        0.0000100       20.4360008        0.0170000        1.5410000        0.0270000        0.0040000        0.0190000
SDSS7024        0.3390010        0.0000100       22.4939995        0.0810000        0.8640000        0.0740000       -0.1370000        0.0720000
SDSS7051        0.3330490        0.0000100       21.8829994        0.0780000        0.7170000        0.0510000       -0.1080000        0.0660000
SDSS7056        0.2943040        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS7099        0.2188860        0.0000100       20.5939999        0.0410000        1.1100000        0.0270000       -0.0350000        0.0350000
sn2005jg        0.3051370        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2005jh        0.1102170        0.0000100       19.5270004        0.0210000        0.8350000        0.0140000       -0.0470000        0.0160000
SDSS7194        0.3643410        0.0000100       22.1879997        0.0950000        0.6180000        0.0430000       -0.0590000        0.0860000
SDSS7195        0.3623590        0.0000100       22.4150009        0.0800000        0.8190000        0.0580000        0.1550000        0.1080000
sn2005jm        0.2046170        0.0000100       20.7290001        0.0520000        1.0700001        0.0290000       -0.0530000        0.0430000
SDSS7258        0.2544940        0.0000100       21.5869999        0.0390000        0.9140000        0.0530000       -0.0300000        0.0950000
sn2005kn        0.1968920        0.0000100       21.0610008        0.0530000        0.8240000        0.0390000       -0.1500000        0.0520000
SDSS7365        0.3939250        0.0000100       22.2140007        0.0890000        1.2060000        0.0680000       -0.0840000        0.0730000
SDSS7373        0.2800620        0.0000100       21.3120003        0.0370000        1.1490000        0.0410000       -0.0700000        0.0480000
SDSS7444        0.2503550        0.0000100       21.6949997        0.0520000        1.0950000        0.0480000        0.0120000        0.0490000
SDSS7457        0.2545040        0.0000100       22.1180000        0.0690000        0.4470000        0.0220000        0.3840000        0.1040000
sn2005jx        0.2494470        0.0000100       22.0909996        0.0840000        0.4840000        0.0370000       -0.3280000        0.0880000
SDSS7479        0.2274160        0.0000100       21.1509991        0.0290000        0.9360000        0.0320000        0.1970000        0.0500000
SDSS7499        0.3525310        0.0000100       22.4360008        0.1090000        1.1440001        0.0990000        0.0650000        0.0790000
SDSS7502        0.4498080        0.0000100       22.8449993        0.1330000        1.0790000        0.0900000       -0.1300000        0.1010000
SDSS7550        0.1623700        0.0000100       22.4740009        0.0620000        0.4930000        0.0280000        0.0360000        0.0950000
SDSS7600        0.1880770        0.0000100       21.0620003        0.0420000        0.7980000        0.0280000        0.0500000        0.0400000
SDSS7644        0.3100620        0.0000100       21.9960003        0.0530000        1.0450000        0.0720000        0.0380000        0.0600000
SDSS7647        0.3866600        0.0000100       22.1539993        0.0460000        1.0290000        0.0550000        0.0030000        0.0600000
SDSS7656        0.3871520        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS7663        0.4881210        0.0000100       22.8040009        0.0950000        1.0050000        0.1140000        0.0070000        0.0790000
SDSS7680        0.3789400        0.0000100       22.6250000        0.0960000        1.0850000        0.1220000        0.0470000        0.0890000
SDSS7699        0.4065590        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS7701        0.3606180        0.0000100       26.3799992        0.4850000        0.7240000        0.2500000              NaN              NaN
SDSS7707        0.2116700        0.0000100       22.5620003        0.1100000        0.5310000        0.0450000       -0.0770000        0.0710000
SDSS7717        0.3326330        0.0000100       22.1720009        0.0690000        1.1930000        0.0840000       -0.0590000        0.0690000
SDSS7802        0.4075560        0.0000100       22.2089996        0.0700000        0.8870000        0.0550000       -0.1260000        0.0560000
SDSS7835        0.1569220        0.0000100       22.6760006        0.1240000        0.9490000        0.0920000        0.1650000        0.0950000
SDSS7841        0.4286350        0.0000100       22.6490002        0.0730000        0.9740000        0.0740000       -0.0020000        0.0830000
sn2005jp        0.2126590        0.0000100       21.2520008        0.0270000        1.0089999        0.0320000        0.2740000        0.0390000
SDSS7857        0.3712620        0.0000100       22.3859997        0.0790000        1.2400000        0.0980000        0.0770000        0.0850000
sn2005ir        0.0760230        0.0000100       18.3419991        0.0180000        1.0030000        0.0110000        0.0030000        0.0110000
SDSS7882        0.3359240        0.0000100       21.4379997        0.0610000        1.0549999        0.0510000       -0.1580000        0.0830000
SDSS7884        0.4413720        0.0000100       22.1749992        0.0840000        1.0360000        0.0490000       -0.1820000        0.0860000
SDSS7919        0.3193150        0.0000100       22.6550007        0.1470000        1.2190000        0.0930000        0.2090000        0.0890000
SDSS8004        0.3515690        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2005ju        0.2585700        0.0000100       21.5200005        0.0470000        1.0580000        0.0370000        0.0360000        0.0560000
SDSS8062        0.5541410        0.0000100       22.3950005        0.0690000        0.8210000        0.0770000        0.0570000        0.0990000
SDSS8114        0.3713140        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS8128        0.4397220        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS8138        0.3978670        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
sn2005hk        0.0130040        0.0000100       15.7399998        0.0160000        0.8790000        0.0080000        0.0520000        0.0110000
SDSS8160        0.4081520        0.0000100       22.5259991        0.0830000        1.0290000        0.0840000        0.2010000        0.1020000
SDSS8195        0.2687610        0.0000100       21.8829994        0.0720000        0.4490000        0.0270000       -0.0920000        0.0650000
sn2005ko        0.1861120        0.0000100       21.0839996        0.0510000        0.9760000        0.0310000        0.1060000        0.0420000
SDSS8216        0.2913490        0.0000100       22.0119991        0.0640000        0.9280000        0.0550000        0.0490000        0.0640000
SDSS8254        0.1891950        0.0000100       20.9799995        0.0610000        0.9410000        0.0350000       -0.0600000        0.0590000
SDSS8264        0.2375190        0.0000100       22.4669991        0.0930000        1.0350000        0.0890000        0.2540000        0.0750000
SDSS8280        0.1848330        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS8307        0.4360800        0.0000100       22.9549999        0.1040000        0.5720000        0.0690000       -0.1700000        0.0960000
SDSS8351        0.3811250        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS8421        0.4792680        0.0000100       22.5720005        0.0820000        0.8220000        0.0510000       -0.0540000        0.0660000
sn2005mi        0.2149810        0.0000100       20.7940006        0.0390000        1.0410000        0.0290000       -0.0470000        0.0540000
SDSS8555        0.1977040        0.0000100       21.6580009        0.0580000        0.9250000        0.0330000        0.1230000        0.0470000
sn2005jt        0.3611960        0.0000100       22.4060001        0.0760000        0.9210000        0.0610000        0.1110000        0.0820000
SDSS8600        0.4379350        0.0000100       22.6669998        0.0750000        0.9330000        0.0780000        0.0150000        0.0870000
SDSS8651        0.4125850        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS8700        0.4234380        0.0000100       22.3689995        0.0760000        0.8810000        0.0490000       -0.1370000        0.0520000
SDSS8705        0.3942180        0.0000100       22.4990005        0.0740000        0.7480000        0.0580000       -0.1300000        0.0840000
sn2005kp        0.1175660        0.0000100       19.3630009        0.0230000        0.9930000        0.0170000       -0.0780000        0.0170000
SDSS8730        0.4707380        0.0000100       22.8230000        0.0860000        1.4100000        0.1320000       -0.0090000        0.0950000
SDSS8742        0.2153680        0.0000100       21.3619995        0.0520000        1.1650000        0.0410000       -0.0400000        0.0430000
SDSS8793        0.4362300        0.0000100       22.6779995        0.0890000        0.6680000        0.0570000       -0.1440000        0.0880000
SDSS8888        0.3982150        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2005ld        0.1453870        0.0000100       19.9400005        0.0330000        1.1070000        0.0240000       -0.0320000        0.0280000
SDSS9020        0.3776980        0.0000100       22.6520004        0.0920000        0.7950000        0.0910000        0.0880000        0.0890000
sn2005kq        0.3909840        0.0000100       22.1000004        0.0890000        0.8370000        0.0550000       -0.1830000        0.0840000
SDSS9109        0.2816580        0.0000100       21.2399998        0.0490000        1.0380000        0.0310000       -0.0880000        0.0510000
SDSS9133        0.2673740        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS9155        0.3056790        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2005lg        0.3502680        0.0000100       22.0450001        0.0750000        1.1220000        0.0730000        0.0250000        0.0720000
SDSS9324        0.3780930        0.0000100       25.4570007        0.3620000        0.9350000        0.1320000        1.4579999        0.1830000
SDSS9326        0.3500000        0.0000100       22.2539997        0.0830000        0.8070000        0.0360000       -0.2800000        0.0760000
SDSS9334        0.3825750        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2005li        0.2582290        0.0000100       21.4179993        0.0840000        1.0510000        0.0540000        0.0290000        0.0800000
sn2005lh        0.2202720        0.0000100       21.0130005        0.0670000        0.8580000        0.0320000       -0.0890000        0.0590000
SDSS9558        0.3905780        0.0000100       22.9099998        0.1060000        0.6630000        0.0610000       -0.0550000        0.0790000
SDSS9594        0.2982350        0.0000100       21.9340000        0.0810000        0.9550000        0.0530000        0.1170000        0.0700000
SDSS9633        0.1956430        0.0000100       22.1790009        0.0790000        0.5080000        0.0230000        0.1100000        0.0580000
SDSS9704        0.2943620        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS9740        0.2380000        0.0000100       21.3110008        0.1040000        0.7720000        0.0420000       -0.1220000        0.0710000
SDSS9817        0.2247950        0.0000100       21.5669994        0.0780000        1.2550000        0.0870000        0.2850000        0.0630000
SDSS9954        0.2284290        0.0000100       21.1469994        0.0360000        0.9380000        0.0310000       -0.1400000        0.0560000
SDSS9962        0.3251210        0.0000100       22.6259995        0.1000000        0.8540000        0.0770000        0.1430000        0.0780000
sn2005kt        0.0653920        0.0000100       18.3379993        0.0200000        0.9050000        0.0170000        0.0250000        0.0140000
SDSS10066        0.4423930        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2005lj        0.0776490        0.0000100       20.3230000        0.0360000        1.0570000        0.0320000        0.3530000        0.0240000
SDSS10146        0.2842410        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS10299        0.2612480        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS10324        0.2517250        0.0000100       21.3309994        0.0710000        0.8300000        0.0420000        0.0370000        0.0990000
sn2005lk        0.1041610        0.0000100       19.1779995        0.0410000        1.0150000        0.0270000       -0.0910000        0.0210000
sn2005ll        0.2420270        0.0000100       20.8630009        0.0620000        1.0960000        0.0620000       -0.0360000        0.0670000
SDSS10450        0.2720000        0.0000100       21.9699993        0.0760000        1.5120000        0.1200000        0.0750000        0.0570000
sn2005lf        0.3008130        0.0000100       22.0499992        0.0740000        1.2840000        0.0770000        0.1180000        0.0690000
SDSS10559        0.2810920        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS10690        0.3120520        0.0000100       26.1410007        0.6980000        0.8900000        0.3900000        1.2860000        0.4820000
sn2005ku        0.0452480        0.0000100       17.5149994        0.0300000        0.9220000        0.0370000        0.1200000        0.0120000
SDSS11026        0.2842020        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2005ml        0.1177580        0.0000100       19.0799999        0.0190000        1.1059999        0.0300000       -0.0760000        0.0190000
SDSS11120        0.1072640        0.0000100       19.3309994        0.0280000        1.0050000        0.0390000       -0.0330000        0.0180000
SDSS11142        0.2380170        0.0000100       19.3180008        0.0220000        1.0050000        0.0390000       -0.0270000        0.0300000
SDSS11156        0.3090790        0.0000100       21.2709999        0.0760000        1.0800000        0.0770000       -0.1350000        0.0870000
SDSS11172        0.1363290        0.0000100       20.7770004        0.0690000        0.8900000        0.0290000        0.1320000        0.0500000
SDSS11181        0.3439400        0.0000100       21.8950005        0.0930000        1.1320000        0.1360000       -0.0160000        0.0890000
sn2005mm        0.3833800        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2005ln        0.1368420        0.0000100       20.2670002        0.0250000        0.8620000        0.0620000        0.0700000        0.0230000
SDSS11306        0.2735120        0.0000100       21.2859993        0.1130000        0.9920000        0.0470000       -0.1320000        0.0870000
SDSS11311        0.2045320        0.0000100       20.8729992        0.0740000        0.9640000        0.0580000       -0.0340000        0.0610000
SDSS11518        0.2121070        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS11540        0.2165380        0.0000100       21.1019993        0.0780000        0.8580000        0.0550000       -0.0580000        0.0750000
sn2005mp        0.2730000        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS11771        0.2574650        0.0000100       22.4309998        0.1210000        1.2630000        0.1850000        0.2310000        0.0950000
SDSS11858        0.2912630        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS12110        0.2813900        0.0000100       21.9249992        0.1310000        0.9830000        0.0970000       -0.0050000        0.0940000
sn2005mq        0.3499430        0.0000100       21.8789997        0.0940000        1.0280000        0.2250000        0.0040000        0.1150000
SDSS12199        0.3104040        0.0000100       21.7579994        0.1150000        0.9430000        0.0830000       -0.0890000        0.0930000
SDSS12308        0.2799970        0.0000100       21.7469997        0.0800000        1.1550000        0.1040000       -0.0060000        0.0660000
sn2006fd        0.0799480        0.0000100       18.9750004        0.0730000        1.0310000        0.0310000        0.0150000        0.0260000
sn2006eq        0.0494080        0.0000100       18.0939999        0.0630000        0.5520000        0.0150000        0.2700000        0.0220000
sn2006er        0.0840830        0.0000100       19.2639999        0.0450000        0.7530000        0.0210000        0.0580000        0.0200000
SDSS12804        0.1337170        0.0000100       19.9020004        0.0400000        1.0520000        0.0460000       -0.0360000        0.0250000
SDSS12840        0.3393050        0.0000100       21.3999996        0.3320000        0.4700000        0.0840000       -0.0560000        0.1370000
sn2006gk        0.2934880        0.0000100       21.6009998        0.2580000        0.9170000        0.0880000       -0.0850000        0.0930000
sn2006fa        0.1672530        0.0000100       20.3880005        0.0610000        0.8890000        0.0380000        0.0470000        0.0310000
SDSS12850        0.3050030        0.0000100       21.8180008        0.1120000        0.8240000        0.1000000        0.0500000        0.0800000
sn2006fl        0.1716730        0.0000100       20.0949993        0.0250000        1.0530000        0.0240000       -0.0960000        0.0210000
sn2006fc        0.1216790        0.0000100       20.2010002        0.0310000        1.0010000        0.0250000        0.1420000        0.0200000
sn2006ge        0.2795330        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS12875        0.2646950        0.0000100       21.8820000        0.1380000        0.8760000        0.0580000       -0.0390000        0.0820000
SDSS12879        0.3649890        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2006gu        0.2381090        0.0000100       21.0769997        0.0460000        1.0720000        0.0570000        0.0050000        0.0450000
sn2006eb        0.0176180        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
sn2006fv        0.1320420        0.0000100       20.0489998        0.0200000        0.8180000        0.0150000        0.0190000        0.0170000
sn2006fj        0.1897760        0.0000100       20.1679993        0.0700000        1.0130000        0.0430000       -0.1560000        0.0390000
sn2006ex        0.1471680        0.0000100       20.0510006        0.0360000        1.1860000        0.0440000        0.0180000        0.0260000
sn2006fy        0.0827340        0.0000100       18.8799992        0.0170000        0.9650000        0.0090000       -0.0400000        0.0090000
sn2006ff        0.2352400        0.0000100       20.7240009        0.0460000        1.1270000        0.0800000       -0.0970000        0.0440000
SDSS12974        0.3063270        0.0000100       25.5009995        0.4300000        1.4520000        0.7410000              NaN              NaN
sn2006gh        0.2478040        0.0000100       21.0760002        0.0550000        1.0330000        0.0290000       -0.0550000        0.0540000
sn2006gf        0.1165410        0.0000100       23.9470005        0.2530000        0.6200000        0.1080000       -0.2600000        0.2860000
sn2006gl        0.2653100        0.0000100       21.5960007        0.1070000        1.0480000        0.1630000       -0.0190000        0.0690000
