#sn_name        z                zerr            bmag              bmagerr          s                serr            col               colerr              
SDSS15971        0.3158820        0.0000100       21.8239994        0.0590000        0.8620000        0.0360000       -0.1460000        0.0640000
SDSS15987        0.4409300        0.0000100       22.5230007        0.0920000        1.2020000        0.0740000       -0.1510000        0.0910000
SDSS15992        0.3644550        0.0000100       22.3460007        0.1570000        0.5990000        0.0390000       -0.1020000        0.2950000
SDSS15998        0.3409800        0.0000100              NaN              NaN        0.4000000        0.0000000              NaN              NaN
sn2006nc        0.1245970        0.0000100       19.5739994        0.0210000        0.9690000        0.0150000       -0.0440000        0.0170000
SDSS16038        0.4197820        0.0000100       22.6650009        0.0980000        0.7990000        0.0580000       -0.2530000        0.1050000
SDSS16044        0.4082880        0.0000100       22.6620007        0.0950000        0.9270000        0.0500000       -0.0080000        0.0740000
SDSS16048        0.3807670        0.0000100       22.6280003        0.0800000        1.2170000        0.0670000        0.2620000        0.0810000
sn2006nd        0.1282500        0.0000100       20.1049995        0.0270000        1.0690000        0.0220000        0.1810000        0.0170000
sn2006nv        0.2858570        0.0000100       21.2940006        0.0820000        1.0010000        0.0460000       -0.2020000        0.0840000
sn2006of        0.1547160        0.0000100       20.2010002        0.0180000        1.0390000        0.0160000       -0.0570000        0.0170000
sn2006oe        0.3360290        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2006nn        0.1969480        0.0000100       20.5300007        0.0260000        1.1550000        0.0260000       -0.1330000        0.0260000
sn2006oh        0.1564920        0.0000100       19.8299999        0.0230000        0.9780000        0.0210000       -0.1800000        0.0230000
SDSS16136        0.3427180        0.0000100       22.0429993        0.0750000        1.2370000        0.0730000        0.2450000        0.0850000
SDSS16160        0.3203670        0.0000100       22.0690002        0.0810000        1.2370000        0.0730000        0.2580000        0.0840000
SDSS16163        0.1550410        0.0000100       21.1310005        0.0690000        0.7440000        0.0320000        0.1270000        0.0450000
SDSS16169        0.3591300        0.0000100       20.9920006        0.0530000        0.7440000        0.0320000        0.0250000        0.0580000
SDSS16172        0.2193650        0.0000100       21.4969997        0.0780000        1.5670000        0.1540000       -0.3620000        0.1100000
sn2006ok        0.1013660        0.0000100       19.7830009        0.0200000        0.7650000        0.0190000        0.0850000        0.0160000
SDSS16199        0.2823920        0.0000100       21.7369995        0.0610000        1.1190000        0.0640000        0.1420000        0.0500000
sn2006pe        0.1597290        0.0000100       20.3150005        0.0260000        0.8050000        0.0320000       -0.0560000        0.0270000
sn2006nm        0.3109910        0.0000100       22.0960007        0.1050000        0.8570000        0.0530000        0.0320000        0.0900000
sn2006ne        0.0470320        0.0000100       19.6130009        0.0160000        0.9480000        0.0140000        0.7430000        0.0090000
SDSS16219        0.2588640        0.0000100       21.6779995        0.0920000        0.8940000        0.0480000        0.0820000        0.0680000
sn2006oj        0.3757240        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS16236        0.4059990        0.0000100       22.4769993        0.0970000        1.2410001        0.1140000       -0.0640000        0.0790000
SDSS16237        0.3131530        0.0000100       21.5760002        0.0650000        0.9680000        0.0460000       -0.1650000        0.0770000
SDSS16238        0.3350980        0.0000100       22.3369999        0.1010000        0.9890000        0.0710000        0.0990000        0.0830000
sn2006ol        0.1190780        0.0000100       20.0079994        0.0240000        0.8740000        0.0190000        0.0570000        0.0210000
SDSS16277        0.3963010        0.0000100       22.5900002        0.1130000        0.6800000        0.0400000       -0.1530000        0.0710000
sn2006nz        0.0381600        0.0000100       18.1459999        0.0200000        0.7880000        0.0120000        0.3230000        0.0110000
sn2006pd        0.1865150        0.0000100       20.5020008        0.0310000        0.9720000        0.0400000       -0.0530000        0.0310000
sn2006oa        0.0625730        0.0000100       17.7280006        0.0200000        1.0870000        0.0210000       -0.0410000        0.0080000
sn2006on        0.0719150        0.0000100       18.3829994        0.0560000        1.0520000        0.0320000        0.1350000        0.0150000
sn2006ph        0.2382170        0.0000100       21.1949997        0.0430000        0.7960000        0.0340000       -0.1170000        0.0450000
sn2006pk        0.2522700        0.0000100       20.8320007        0.0350000        1.0790000        0.0660000       -0.1130000        0.0460000
SDSS16362        0.1801190        0.0000100       21.3080006        0.0690000        0.6510000        0.0230000        0.0780000        0.0550000
sn2006ob        0.0585960        0.0000100       18.1889992        0.0180000        0.8240000        0.0240000       -0.0360000        0.0120000
SDSS16393        0.3164300        0.0000100       21.3649998        0.0720000        0.8260000        0.0550000       -0.0570000        0.0840000
SDSS16396        0.3008390        0.0000100       22.0739994        0.0940000        0.9780000        0.0840000        0.0920000        0.0840000
SDSS16405        0.2756790        0.0000100       21.2509995        0.0590000        0.9290000        0.0490000       -0.0430000        0.0750000
sn2006pj        0.3077320        0.0000100       21.4090004        0.0640000        1.1470000        0.0980000        0.0040000        0.0810000
SDSS16417        0.2924210        0.0000100       21.8180008        0.0680000        1.1860000        0.0770000        0.1030000        0.0740000
SDSS16432        0.3999810        0.0000100       22.4270000        0.0910000        1.1240000        0.1290000        0.0520000        0.0840000
SDSS16433        0.4028760        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS16434        0.3453770        0.0000100       22.2080002        0.1010000        0.7250000        0.0520000       -0.0270000        0.0810000
SDSS16439        0.3965130        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS16451        0.1910290        0.0000100       21.2579994        0.0320000        1.0660000        0.0740000        0.2810000        0.0590000
SDSS16454        0.2298630        0.0000100       21.6009998        0.0470000        0.9830000        0.0850000        0.0870000        0.0890000
SDSS16458        0.1863720        0.0000100       21.9979992        0.0870000        0.8630000        0.0490000        0.0090000        0.1210000
SDSS16460        0.2819880        0.0000100       21.5289993        0.0430000        1.0620000        0.0570000       -0.0240000        0.0530000
SDSS16462        0.2446160        0.0000100       21.3820000        0.0490000        0.8910000        0.0400000        0.0090000        0.0840000
SDSS16467        0.2211510        0.0000100       20.9880009        0.0700000        0.6800000        0.0230000       -0.0660000        0.0690000
SDSS16468        0.2265810        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS16472        0.3099460        0.0000100       22.1219997        0.0760000        1.1740000        0.1070000        0.1090000        0.0790000
sn2006pl        0.2175470        0.0000100       20.7119999        0.0430000        0.9120000        0.0730000       -0.1390000        0.0440000
SDSS16477        0.4010580        0.0000100       22.3490009        0.0910000        1.0070000        0.0750000       -0.0200000        0.0900000
sn2006pm        0.2107710        0.0000100       21.1429996        0.0420000        0.9040000        0.0830000       -0.0270000        0.0440000
SDSS16484        0.2566400        0.0000100              NaN              NaN        0.4000000       -0.0000000              NaN              NaN
SDSS16546        0.3663120        0.0000100       22.6299992        0.0960000        1.4220001        0.1920000        0.2660000        0.0950000
SDSS16551        0.3001060        0.0000100       21.9190006        0.1060000        0.8170000        0.0440000       -0.0330000        0.0770000
SDSS16554        0.5098470        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2006pf        0.3659130        0.0000100       21.8780003        0.0540000        0.8680000        0.0560000       -0.2490000        0.0420000
SDSS16584        0.3933460        0.0000100       22.2870007        0.0670000        1.5890000        0.1880000        0.1750000        0.1040000
SDSS16586        0.3195950        0.0000100       21.9230003        0.0590000        0.8570000        0.0710000       -0.0220000        0.0640000
sn2006pq        0.1931450        0.0000100       20.4020004        0.0450000        1.0070000        0.0660000       -0.0980000        0.0370000
SDSS16626        0.2815670        0.0000100       22.0109997        0.0740000        0.5180000        0.0320000       -0.0680000        0.0780000
SDSS16637        0.2429280        0.0000100       20.9160004        0.0590000        0.7250000        0.0400000       -0.1760000        0.0760000
SDSS16640        0.3402920        0.0000100       22.2959995        0.0890000        0.9420000        0.0960000       -0.0360000        0.0810000
sn2006pt        0.2988080        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS16652        0.2393400        0.0000100       21.3700008        0.0540000        1.0020000        0.0580000       -0.0310000        0.0530000
sn2006op        0.0341190        0.0000100       18.6959991        0.0440000        1.0160000        0.0410000        0.3710000        0.0170000
SDSS16711        0.3390340        0.0000100       22.4209995        0.1160000        0.8400000        0.0910000       -0.1150000        0.0870000
SDSS16721        0.3672980        0.0000100       22.3600006        0.0820000        1.1710000        0.1510000        0.0190000        0.0920000
SDSS16734        0.1900590        0.0000100       22.3190002        0.0720000        1.0130000        0.1330000        0.0760000        0.1280000
SDSS16739        0.2656380        0.0000100       21.3530006        0.0450000        0.6910000        0.0180000       -0.0390000        0.0790000
sn2006sx        0.2320980        0.0000100       21.0680008        0.0990000        1.1440001        0.1690000       -0.0580000        0.0780000
sn2006pw        0.3265030        0.0000100       21.9829998        0.0720000        1.0050000        0.1040000       -0.0200000        0.0700000
sn2006sy        0.2148270        0.0000100       20.6280003        0.2710000        1.4080000        0.3590000       -0.0350000        0.0830000
sn2006qd        0.2667180        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2006pz        0.3249520        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS16831        0.4461550        0.0000100       22.4869995        0.0920000        0.6510000        0.0590000       -0.2510000        0.0640000
sn2006px        0.2772050        0.0000100       26.8230000        0.5860000        1.5050000        0.4880000       -0.0540000        0.1240000
SDSS16849        0.1603220        0.0000100       21.6359997        0.0420000        0.5960000        0.0340000       -0.0400000        0.0850000
sn2006qh        0.1211140        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS16879        0.2143940        0.0000100       22.1000004        0.0960000        0.7850000        0.0740000        0.0530000        0.0850000
SDSS16889        0.2559830        0.0000100       22.1550007        0.1070000        0.6970000        0.0510000        0.0960000        0.1720000
sn2006qe        0.3817440        0.0000100       22.4720001        0.0820000        0.8960000        0.0960000       -0.1840000        0.0850000
sn2006pp        0.3392070        0.0000100       22.3519993        0.0830000        1.0880001        0.1200000       -0.0420000        0.0840000
SDSS16975        0.3610160        0.0000100       22.2420006        0.1100000        0.6650000        0.0540000       -0.1710000        0.1590000
SDSS16977        0.3840210        0.0000100       22.6520004        0.0810000        1.2430000        0.1290000        0.1340000        0.0750000
sn2006qi        0.2204520        0.0000100       21.1650009        0.1170000        1.0380000        0.1420000        0.0230000        0.0810000
SDSS17049        0.3092510        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS17068        0.3877710        0.0000100       23.3279991        0.2580000        0.5820000        0.0710000       -0.5290000        0.1190000
sn2006ql        0.2758230        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS17114        0.4497900        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS17115        0.2175470        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2006qm        0.1401530        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
sn2007ik        0.1851920        0.0000100       20.6180000        0.0420000        1.0500000        0.0340000       -0.0380000        0.0340000
SDSS17169        0.2205240        0.0000100       20.6310005        0.1860000        1.0470001        0.0920000       -0.1690000        0.0650000
sn2007id        0.1603110        0.0000100       19.7259998        0.1770000        0.9320000        0.0740000       -0.2040000        0.0600000
sn2007fr        0.0500000        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2007ie        0.0934130        0.0000100       19.9909992        0.0810000        0.5250000        0.0650000        0.2580000        0.0300000
sn2007hx        0.0794430        0.0000100       19.1760006        0.0300000        1.0650001        0.0210000        0.0930000        0.0150000
SDSS17205        0.1922450        0.0000100       20.5869999        0.1320000        1.0210000        0.0860000       -0.1520000        0.0530000
SDSS17206        0.1564660        0.0000100       20.8080006        0.0680000        0.8780000        0.0490000        0.1260000        0.0400000
sn2007hy        0.1813640        0.0000100       20.6439991        0.0650000        1.0810000        0.0560000        0.0590000        0.0390000
sn2007jp        0.1783930        0.0000100              NaN              NaN        0.4000000       -0.0000000              NaN              NaN
SDSS17219        0.1942920        0.0000100       20.6910000        0.1030000        0.7270000        0.0960000       -0.0890000        0.0620000
sn2007ji        0.1790290        0.0000100       20.5020008        0.0340000        1.1510000        0.0300000        0.0810000        0.0270000
sn2007ht        0.0727530        0.0000100       18.2800007        0.1310000        0.8560000        0.0630000       -0.0530000        0.0580000
sn2007jq        0.1582630        0.0000100       20.3780003        0.9500000        0.9930000        0.1070000        0.0460000        0.1180000
sn2007ii        0.2688290        0.0000100       19.4860001        0.1330000        1.4380000        0.1090000       -0.3640000        0.0570000
sn2007jr        0.0889600        0.0000100       18.7940006        0.1160000        1.1030000        0.0650000        0.0540000        0.0480000
sn2007gt        0.0597600        0.0000100       20.3719997        0.1340000        0.4310000        0.1960000        0.5940000        0.0390000
sn2007ij        0.1961020        0.0000100       20.1630001        0.1900000        1.3660001        0.0850000       -0.2880000        0.0840000
sn2007ia        0.1309780        0.0000100       19.6459999        0.1810000        0.9050000        0.0740000       -0.1760000        0.0680000
sn2007jk        0.1828410        0.0000100       20.7180004        0.0480000        0.9710000        0.0270000        0.0610000        0.0340000
sn2007kl        0.2571720        0.0000100       21.2849998        0.0610000        0.9900000        0.0460000        0.0160000        0.0580000
sn2007hz        0.1392890        0.0000100       19.5249996        0.0350000        1.0580000        0.0250000       -0.1020000        0.0190000
SDSS17372        0.1461340        0.0000100       21.9519997        0.3310000        1.1730000        0.2540000        0.1000000        0.1330000
sn2007ih        0.1709010        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS17393        0.2174000        0.0000100       25.8419991        0.4440000        1.5300000        0.4490000        0.0640000        0.1900000
SDSS17395        0.3027200        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS17408        0.2402670        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS17421        0.2781030        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS17423        0.2651580        0.0000100       21.2229996        0.0640000        0.8870000        0.0790000       -0.1380000        0.0600000
SDSS17433        0.2880120        0.0000100              NaN              NaN        0.4000000       -0.0000000              NaN              NaN
SDSS17473        0.1704170        0.0000100       24.4249992        0.2490000        1.1700000        0.1640000        0.1550000        0.2540000
sn2007jt        0.1447890        0.0000100       19.9799995        0.0200000        1.0340000        0.0140000       -0.0100000        0.0160000
SDSS17508        0.3395060        0.0000100       21.7819996        0.2530000        1.0710000        0.0950000       -0.2240000        0.0710000
sn2007jl        0.2532910        0.0000100       21.2800007        0.0570000        1.1550000        0.0440000        0.0470000        0.0540000
sn2007js        0.1464300        0.0000100       20.0590000        0.0490000        1.0300000        0.0470000        0.0220000        0.0390000
sn2007jw        0.1374140        0.0000100       20.0429993        0.0330000        0.9600000        0.0190000        0.0610000        0.0220000
SDSS17647        0.4340000        0.0000100       21.4769993        0.0390000        1.2000000        0.0400000       -0.0990000        0.0440000
SDSS17682        0.3048120        0.0000100       21.5590000        0.1060000        0.8770000        0.1150000        0.0320000        0.1150000
SDSS17687        0.3032250        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS17695        0.1829060        0.0000100       21.2409992        0.0520000        0.9630000        0.0330000        0.3110000        0.0360000
SDSS17733        0.3696080        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2007ju        0.0634050        0.0000100       17.8840008        0.0260000        1.1210001        0.0120000       -0.0390000        0.0120000
SDSS17748        0.1795730        0.0000100       21.1070004        0.0620000        1.1130000        0.0560000        0.0840000        0.0490000
SDSS17773        0.2880270        0.0000100       21.3120003        0.0700000        0.6590000        0.0410000       -0.1790000        0.0640000
sn2007jg        0.0370690        0.0000100       17.2740002        0.0470000        0.9190000        0.0100000        0.1480000        0.0140000
sn2007kr        0.2889550        0.0000100       21.4669991        0.0380000        1.1050000        0.0290000        0.0450000        0.0410000
SDSS17820        0.3407090        0.0000100       21.6380005        0.0880000        0.7290000        0.0340000       -0.2370000        0.0630000
sn2007jd        0.0726730        0.0000100       18.9470005        0.0320000        0.9220000        0.0130000        0.1840000        0.0150000
sn2007kt        0.2389260        0.0000100       20.6620007        0.0410000        1.0150000        0.0260000       -0.1440000        0.0490000
sn2007jh        0.0407440        0.0000100       18.2570000        0.0450000        0.7130000        0.0090000        0.2750000        0.0160000
SDSS17899        0.2888150        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS17907        0.1939090        0.0000100       20.6040001        0.0920000        0.9490000        0.0630000       -0.0290000        0.0520000
SDSS17908        0.2338890        0.0000100       21.8050003        0.0600000        0.8840000        0.0480000        0.2400000        0.0750000
SDSS17928        0.1973930        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS17949        0.2641270        0.0000100       21.6879997        0.0630000        0.6970000        0.0410000        0.0860000        0.1070000
SDSS17952        0.3495820        0.0000100       21.9139996        0.0620000        1.1220000        0.0540000       -0.0200000        0.0590000
SDSS17955        0.4833870        0.0000100       21.9629993        0.0700000        0.8330000        0.0450000       -0.2900000        0.0380000
SDSS17957        0.3710440        0.0000100       22.2339993        0.0800000        0.7860000        0.0560000       -0.1060000        0.0810000
SDSS17958        0.2759740        0.0000100       21.4720001        0.0890000        1.1840000        0.0690000       -0.1550000        0.0850000
SDSS17965        0.3155340        0.0000100       21.8419991        0.0710000        1.0710000        0.0420000       -0.0180000        0.0580000
SDSS17967        0.3784140        0.0000100       21.7910004        0.0820000        0.9620000        0.0480000       -0.1190000        0.0840000
SDSS17993        0.2782980        0.0000100       21.5890007        0.0980000        0.9620000        0.0480000       -0.3270000        0.0870000
SDSS18010        0.3085340        0.0000100       22.4699993        0.0930000        1.0430000        0.0900000       -0.0800000        0.0800000
SDSS18011        0.2839610        0.0000100       25.3470001        0.4310000        0.6540000        0.1850000        0.5200000        0.1140000
sn2007kq        0.1565280        0.0000100       20.3959999        0.0600000        0.9110000        0.0290000        0.0500000        0.0310000
SDSS18047        0.3588550        0.0000100       22.0009995        0.1020000        0.7040000        0.0400000       -0.0580000        0.0850000
SDSS18049        0.2886000        0.0000100       21.5119991        0.0790000        1.0790000        0.0520000       -0.0710000        0.0560000
SDSS18054        0.4370590        0.0000100       22.3950005        0.1510000        0.5960000        0.0940000       -0.1790000        0.1150000
SDSS18083        0.2893960        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2007ku        0.3711360        0.0000100       21.7810001        0.0900000        0.8310000        0.0520000       -0.2680000        0.0800000
SDSS18100        0.4980890        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS18146        0.4295630        0.0000100       22.5919991        0.0720000        0.8070000        0.0530000       -0.1440000        0.0790000
SDSS18175        0.3770820        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS18179        0.4469890        0.0000100       23.2670002        0.2560000        1.0110000        0.1230000       -0.0320000        0.0780000
SDSS18189        0.2858240        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS18201        0.2930320        0.0000100       21.6369991        0.0790000        0.9600000        0.0520000       -0.0080000        0.0570000
SDSS18221        0.2939220        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS18224        0.3391920        0.0000100       25.6980000        0.5120000        0.7820000        0.1480000        0.2160000        0.2150000
SDSS18253        0.2805690        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS18254        0.3199440        0.0000100       25.6189995        0.4150000        1.1700000        0.3850000        0.3710000        0.2210000
SDSS18273        0.3161810        0.0000100       21.9750004        0.1040000        0.6700000        0.0440000       -0.0100000        0.0800000
SDSS18275        0.4720480        0.0000100       22.5100002        0.0830000        1.1040000        0.0910000       -0.0860000        0.0950000
SDSS18276        0.2846200        0.0000100       21.8430004        0.0680000        1.0380000        0.0400000        0.1460000        0.0590000
sn2007li        0.1197740        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS18301        0.3315650        0.0000100       22.2840004        0.0940000        1.1220000        0.0720000        0.2520000        0.0810000
SDSS18312        0.4541460        0.0000100       22.5119991        0.0920000        0.9230000        0.0480000       -0.1050000        0.0920000
sn2007kx        0.1540810        0.0000100       20.1790009        0.0410000        0.9820000        0.0240000       -0.0500000        0.0260000
SDSS18324        0.2669840        0.0000100       21.6380005        0.0890000        0.9920000        0.0500000        0.0150000        0.0840000
sn2007mv        0.2586630        0.0000100       21.2660007        0.0610000        1.0570000        0.0340000       -0.0500000        0.0550000
SDSS18333        0.2539750        0.0000100       21.6989994        0.0910000        0.7880000        0.0410000        0.2240000        0.0800000
SDSS18339        0.3459300        0.0000100       21.7299995        0.0780000        0.9200000        0.0410000       -0.1130000        0.0570000
SDSS18362        0.2362610        0.0000100       21.4899998        0.0710000        0.8880000        0.0370000        0.0700000        0.0580000
SDSS18363        0.3085290        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS18374        0.3198380        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2007lg        0.1105090        0.0000100       19.2310009        0.0150000        1.1090000        0.0120000        0.0120000        0.0120000
SDSS18389        0.2449020        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2007la        0.1307670        0.0000100       19.9050007        0.0370000        0.8620000        0.0220000       -0.0540000        0.0230000
SDSS18454        0.3485460        0.0000100       21.9449997        0.1200000        1.0820000        0.0840000       -0.0030000        0.0780000
SDSS18459        0.3846980        0.0000100       21.9610004        0.1050000        1.0820000        0.0840000       -0.0140000        0.0690000
sn2007kv        0.2682210        0.0000100       21.3209991        0.0440000        1.1109999        0.0360000       -0.0640000        0.0440000
SDSS18473        0.3622070        0.0000100       22.1630001        0.1240000        0.8350000        0.0770000       -0.2090000        0.0800000
SDSS18588        0.2513150        0.0000100       22.0540009        0.0720000        1.0599999        0.0670000        0.0550000        0.1050000
sn2007lo        0.1383400        0.0000100       20.0739994        0.0340000        1.1230000        0.0170000        0.0090000        0.0210000
SDSS18606        0.3385320        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2007lc        0.1148920        0.0000100       19.5960007        0.0160000        0.9170000        0.0180000        0.0210000        0.0150000
sn2007mw        0.3273220        0.0000100       22.0459995        0.0810000        0.5500000        0.0410000       -0.2630000        0.0500000
SDSS18630        0.3594600        0.0000100       22.0279999        0.0780000        0.8300000        0.0440000       -0.1920000        0.0610000
SDSS18647        0.2126970        0.0000100       21.2870007        0.0700000        0.9900000        0.0380000       -0.0220000        0.0550000
sn2007lt        0.1137130        0.0000100       19.3470001        0.0340000        1.0480000        0.0150000       -0.0450000        0.0150000
sn2007ma        0.1076230        0.0000100       19.2210007        0.0130000        1.0620000        0.0150000        0.0230000        0.0120000
SDSS18704        0.3319810        0.0000100              NaN              NaN        0.4000000       -0.0000000              NaN              NaN
sn2007mu        0.4029360        0.0000100       22.1259995        0.1230000        0.8880000        0.0800000       -0.0600000        0.1220000
sn2007mc        0.1544110        0.0000100       20.0340004        0.0180000        0.9780000        0.0140000       -0.0800000        0.0180000
SDSS18741        0.3119840        0.0000100       22.2689991        0.1410000        0.8930000        0.0620000       -0.0350000        0.0780000
sn2007mb        0.1906380        0.0000100       20.9850006        0.0380000        0.8270000        0.0380000        0.0040000        0.0360000
sn2007ly        0.0710260        0.0000100       20.1930008        0.0310000        0.5430000        0.0400000        0.4300000        0.0240000
SDSS18761        0.2824020        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS18767        0.3301610        0.0000100       20.1700001        0.4280000        0.9930000        0.3310000       -0.6260000        0.1650000
SDSS18797        0.3653070        0.0000100       21.8659992        0.0510000        0.7610000        0.0280000       -0.0660000        0.0470000
sn2007mi        0.1290000        0.0000100       19.6809998        0.0410000        0.8230000        0.0270000       -0.0980000        0.0200000
sn2007mj        0.1231860        0.0000100       19.4990005        0.0400000        1.0510000        0.0140000       -0.0240000        0.0160000
SDSS18836        0.3000840        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS18851        0.2928370        0.0000100       21.4759998        0.0650000        0.8290000        0.0340000        0.0220000        0.0580000
sn2007mh        0.1278320        0.0000100       19.6949997        0.0360000        1.0260000        0.0200000       -0.0320000        0.0160000
sn2007mm        0.0664920        0.0000100       19.7280006        0.0250000        0.7030000        0.0090000        0.3510000        0.0150000
sn2007lr        0.1562700        0.0000100       21.1609993        0.0290000        1.1600000        0.0330000        0.4120000        0.0280000
SDSS18907        0.2165280        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2007lq        0.2279100        0.0000100       20.7390003        0.0280000        1.0670000        0.0280000       -0.1430000        0.0380000
sn2007sb        0.2123620        0.0000100       20.8260002        0.0390000        0.9120000        0.0200000       -0.1310000        0.0370000
SDSS18942        0.4065940        0.0000100       22.3099995        0.0720000        1.0890000        0.0670000       -0.3160000        0.2290000
SDSS18943        0.3501960        0.0000100       21.7700005        0.0690000        0.9320000        0.0380000        0.0060000        0.0740000
sn2007nd        0.2700000        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS18947        0.3621110        0.0000100       22.1410007        0.0880000        0.8370000        0.0480000       -0.2090000        0.0690000
SDSS18948        0.2630770        0.0000100       22.7490005        0.1760000        1.1470000        0.1030000              NaN              NaN
SDSS18952        0.2958910        0.0000100       22.3509998        0.0710000        0.7200000        0.0510000        0.0690000        0.0600000
SDSS18955        0.3835210        0.0000100       25.1140003        0.3210000        1.2210000        0.2170000        0.4120000        0.1600000
sn2007ng        0.4012370        0.0000100       22.5100002        0.0860000        0.8020000        0.0690000       -0.0080000        0.0840000
SDSS18961        0.3715370        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2007ne        0.2058710        0.0000100       20.7029991        0.0270000        0.9350000        0.0220000       -0.1210000        0.0420000
SDSS18969        0.2892170        0.0000100       21.6210003        0.3620000        0.8630000        0.1700000       -0.2740000        0.1640000
SDSS18971        0.2713540        0.0000100       21.9410000        0.0740000        0.6650000        0.0650000        0.1020000        0.0760000
SDSS18972        0.3309840        0.0000100       22.1609993        0.0790000        0.9040000        0.0720000        0.0710000        0.0740000
SDSS19000        0.2861310        0.0000100       21.3700008        0.0430000        1.0700001        0.0300000       -0.0890000        0.0390000
sn2007nh        0.2709990        0.0000100       21.1620007        0.0470000        1.0250000        0.0310000       -0.0230000        0.0440000
sn2007mp        0.0599100        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2007my        0.2926330        0.0000100       21.3850002        0.0520000        1.0360000        0.0440000        0.0130000        0.0530000
SDSS19048        0.1367890        0.0000100       21.8029995        0.0620000        1.1430000        0.0620000        0.2660000        0.0590000
sn2007nb        0.2777510        0.0000100       21.2450008        0.0360000        1.0380000        0.0240000       -0.0340000        0.0430000
SDSS19052        0.2946150        0.0000100       21.9099998        0.1180000        0.8100000        0.0440000       -0.0990000        0.0740000
SDSS19068        0.1865600        0.0000100       21.8869991        0.0820000        1.1750000        0.0580000       -0.0100000        0.0680000
sn2007na        0.4703590        0.0000100       22.5370007        0.0850000        1.0840000        0.0640000       -0.1470000        0.1060000
SDSS19078        0.4004790        0.0000100       22.5009995        0.0700000        0.8060000        0.0420000        0.0180000        0.0700000
SDSS19088        0.2830400        0.0000100       22.2880001        0.0740000        1.1430000        0.0540000        0.2390000        0.0610000
SDSS19104        0.4682590        0.0000100       22.5419998        0.1510000        0.8020000        0.0900000       -0.0850000        0.1290000
SDSS19132        0.3807030        0.0000100       22.2779999        0.1370000        0.8600000        0.0760000        0.0870000        0.1020000
SDSS19144        0.3674400        0.0000100       22.2259998        0.1030000        0.7330000        0.0390000       -0.0940000        0.0850000
sn2007ni        0.2113050        0.0000100       20.4029999        0.0260000        1.1170000        0.0180000        0.0530000        0.0240000
sn2007mn        0.0776030        0.0000100       18.1580009        0.0150000        1.0630000        0.0090000       -0.0930000        0.0100000
SDSS19165        0.4167550        0.0000100       22.1469994        0.1000000        0.7700000        0.0460000       -0.2200000        0.0900000
sn2007or        0.1647000        0.0000100       20.3680000        0.0330000        0.9230000        0.0190000       -0.0810000        0.0320000
SDSS19205        0.3346000        0.0000100       21.8080006        0.0410000        1.1250000        0.0430000       -0.0260000        0.0500000
